1018	10150	50150
959	10151	50151
755	10152	50152
990	10153	50153
1023	10154	50154
520	10155	50155
598	10156	50156
669	10157	50157
801	10158	50158
561	10159	50159
913	10160	50160
937	10161	50161
457	10162	50162
497	10163	50163
402	10164	50164
1074	10165	50165
905	10166	50166
1114	10167	50167
233	10168	50168
601	10169	50169
649	10170	50170
394	10171	50171
281	10172	50172
1066	10173	50173
401	10174	50174
433	10175	50175
1046	10176	50176
441	10177	50177
409	10178	50178
421	10179	50179
973	10180	50180
573	10181	50181
613	10182	50182
74	10183	50183
121	10184	50184
385	10185	50185
593	10186	50186
821	10187	50187
721	10188	50188
778	10189	50189
33	10190	50190
305	10191	50191
425	10192	50192
750	10193	50193
269	10194	50194
869	10195	50195
902	10196	50196
377	10197	50197
393	10198	50198
533	10199	50199
805	10200	50200
41	10201	50201
501	10202	50202
565	10203	50203
257	10204	50204
469	10205	50205
312782574	10206	50206
312782578	10207	50207
312782582	10208	50208
312782586	10209	50209
312782590	10210	50210
312782594	10211	50211
312782598	10212	50212
312782628	10213	50213
312782632	10214	50214
312782636	10215	50215
312782640	10216	50216
312782644	10217	50217
312782648	10218	50218
312782652	10219	50219
31	10220	50220
572	10221	50221
1053	10222	50222
739	10223	50223
179	10224	50224
227	10225	50225
39	10226	50226
935	10227	50227
211	10228	50228
1015	10229	50229
919	10230	50230
927	10231	50231
48	10232	50232
588	10233	50233
296	10234	50234
772	10235	50235
810	10236	50236
819	10237	50237
972	10238	50238
171	10239	50239
195	10240	50240
304	10241	50241
363	10242	50242
84	10243	50243
132	10244	50244
44	10245	50245
707	10246	50246
747	10247	50247
556	10248	50248
827	10249	50249
1054	10250	50250
1081	10251	50251
714	10252	50252
264	10253	50253
492	10254	50254
352	10255	50255
476	10256	50256
516	10257	50257
723	10258	50258
448	10259	50259
412	10260	50260
630	10261	50261
440	10262	50262
488	10263	50263
731	10264	50264
484	10265	50265
524	10266	50266
582	10267	50267
620	10268	50268
910	10269	50269
527696977	10270	50270
738	10271	50271
746	10272	50272
969	10273	50273
288	10274	50274
1125	10275	50275
608	10276	50276
680	10277	50277
95	10278	50278
104	10279	50279
996	10280	50280
328	10281	50281
1101	10282	50282
783	10283	50283
831	10284	50284
111	10285	50285
120	10286	50286
163	10287	50287
344	10288	50288
314	10289	50289
355	10290	50290
119	10291	50291
704	10292	50292
694	10293	50293
800	10294	50294
675	10295	50295
699	10296	50296
254	10297	50297
894	10298	50298
671	10299	50299
965	10300	50300
774	10301	50301
906	10302	50302
279	10303	50303
480149258	10304	50304
480149262	10305	50305
480149266	10306	50306
480149270	10307	50307
480149274	10308	50308
480149278	10309	50309
480149282	10310	50310
480149286	10311	50311
480149290	10312	50312
480149294	10313	50313
480149298	10314	50314
480149302	10315	50315
480149306	10316	50316
480149310	10317	50317
480149314	10318	50318
480149318	10319	50319
480149322	10320	50320
480149326	10321	50321
480149330	10322	50322
480149334	10323	50323
480149338	10324	50324
879	10325	50325
442	10326	50326
434	10327	50327
545	10328	50328
610	10329	50329
274	10330	50330
330	10331	50331
886	10332	50332
542	10333	50333
606	10334	50334
430	10335	50335
687	10336	50336
590	10337	50337
622	10338	50338
22	10339	50339
532	10340	50340
241	10341	50341
635	10342	50342
683	10343	50343
308	10344	50344
340	10345	50345
312782546	10346	50346
312782550	10347	50347
312782554	10348	50348
312782558	10349	50349
312782562	10350	50350
312782566	10351	50351
312782570	10352	50352
417	10353	50353
312782604	10354	50354
312782608	10355	50355
312782612	10356	50356
312782616	10357	50357
312782620	10358	50358
312782624	10359	50359
541	10360	50360
97	10361	50361
1127	10362	50362
234	10363	50363
289	10364	50364
729	10365	50365
786	10366	50366
922	10367	50367
540	10368	50368
888	10369	50369
692	10370	50370
335	10371	50371
368	10372	50372
895	10373	50373
836	10374	50374
427	10375	50375
988	10376	50376
977	10377	50377
1045	10378	50378
698	10379	50379
507	10380	50380
212	10381	50381
220	10382	50382
228	10383	50383
236	10384	50384
244	10385	50385
151	10386	50386
188	10387	50387
196	10388	50388
204	10389	50389
159	10390	50390
167	10391	50391
175	10392	50392
183	10393	50393
191	10394	50394
199	10395	50395
160	10396	50396
168	10397	50397
589	10398	50398
597	10399	50399
297	10400	50400
1034	10401	50401
1042	10402	50402
1050	10403	50403
1059	10404	50404
605	10405	50405
306	10406	50406
1067	10407	50407
1075	10408	50408
1082	10409	50409
814	10410	50410
496	10411	50411
535	10412	50412
360	10413	50413
646	10414	50414
267	10415	50415
961	10416	50416
152	10417	50417
276	10418	50418
284	10419	50419
291	10420	50420
619	10421	50421
392	10422	50422
260	10423	50423
268	10424	50424
1139	10425	50425
631	10426	50426
639	10427	50427
192	10428	50428
200	10429	50429
208	10430	50430
647	10431	50431
655	10432	50432
584	10433	50433
376	10434	50434
216	10435	50435
224	10436	50436
232	10437	50437
663	10438	50438
592	10439	50439
383	10440	50440
240	10441	50441
248	10442	50442
256	10443	50443
788	10444	50444
400	10445	50445
408	10446	50446
416	10447	50447
424	10448	50448
566	10449	50449
517	10450	50450
1140	10451	50451
1141	10452	50452
1142	10453	50453
1089	10454	50454
1080	10455	50455
375	10456	50456
382	10457	50457
391	10458	50458
399	10459	50459
407	10460	50460
415	10461	50461
423	10462	50462
431	10463	50463
438	10464	50464
446	10465	50465
454	10466	50466
463	10467	50467
471	10468	50468
479	10469	50469
486	10470	50470
495	10471	50471
504	10472	50472
726	10473	50473
10703	10474	50474
10704	10475	50475
632	10476	50476
10702	10477	50477
734	10478	50478
742	10479	50479
751	10480	50480
758	10481	50481
766	10482	50482
775	10483	50483
782	10484	50484
790	10485	50485
799	10486	50486
807	10487	50487
815	10488	50488
823	10489	50489
982	10490	50490
19	10491	50491
822	10492	50492
909	10493	50493
918	10494	50494
1121	10495	50495
20	10496	50496
999	10497	50497
715	10498	50498
764	10499	50499
52	10500	50500
92	10501	50501
312	10502	50502
139	10503	50503
387	10504	50504
28	10505	50505
60	10506	50506
926	10507	50507
526	10508	50508
543	10509	50509
468	10510	50510
508	10511	50511
664	10512	50512
712	10513	50513
727	10514	50514
550	10515	50515
743	10516	50516
934	10517	50517
259	10518	50518
324	10519	50519
371	10520	50520
419	10521	50521
1133	10522	50522
843	10523	50523
10693	10524	50524
10694	10525	50525
10695	10526	50526
1037	10527	50527
10696	10528	50528
10697	10529	50529
10698	10530	50530
1084	10531	50531
10699	10532	50532
10700	10533	50533
10701	10534	50534
502	10535	50535
509	10536	50536
829	10537	50537
845	10538	50538
837	10539	50539
518	10540	50540
853	10541	50541
870	10542	50542
861	10543	50543
484682470	10544	50544
484682475	10545	50545
484682479	10546	50546
484682483	10547	50547
484682487	10548	50548
484682492	10549	50549
484682496	10550	50550
484682500	10551	50551
484682504	10552	50552
589508447	10553	50553
484682508	10554	50554
703	10555	50555
16	10556	50556
583	10557	50557
942	10558	50558
952	10559	50559
966	10560	50560
131	10561	50561
295	10562	50562
303	10563	50563
311	10564	50564
451	10565	50565
319	10566	50566
327	10567	50567
334	10568	50568
780	10569	50569
623	10570	50570
477	10571	50571
485	10572	50572
672	10573	50573
493	10574	50574
56	10575	50575
998	10576	50576
754	10577	50577
481	10578	50578
489	10579	50579
144	10580	50580
458	10581	50581
465	10582	50582
473	10583	50583
549009199	10584	50584
275	10585	50585
242	10586	50586
250	10587	50587
258	10588	50588
266	10589	50589
310	10590	50590
333	10591	50591
278	10592	50592
23	10593	50593
292	10594	50594
536	10595	50595
544	10596	50596
551	10597	50597
559	10598	50598
1105	10599	50599
403	10600	50600
411	10601	50601
418	10602	50602
426	10603	50603
472	10604	50604
480	10605	50605
487	10606	50606
435	10607	50607
803	10608	50608
818	10609	50609
1022	10610	50610
1031	10611	50611
835	10612	50612
342	10613	50613
298	10614	50614
826	10615	50615
904	10616	50616
564	10617	50617
596	10618	50618
581	10619	50619
809	10620	50620
351	10621	50621
359	10622	50622
537	10623	50623
498	10624	50624
505	10625	50625
513	10626	50626
546	10627	50627
521	10628	50628
554	10629	50629
562	10630	50630
529	10631	50631
367	10632	50632
569	10633	50633
578	10634	50634
585	10635	50635
594	10636	50636
602	10637	50637
287	10638	50638
343	10639	50639
1129	10640	50640
549	10641	50641
864	10642	50642
637	10643	50643
629	10644	50644
685	10645	50645
709	10646	50646
718	10647	50647
725	10648	50648
733	10649	50649
741	10650	50650
563807435	10651	50651
406	10652	50652
414	10653	50653
422	10654	50654
609	10655	50655
1044	10656	50656
1008	10657	50657
475	10658	50658
1072	10659	50659
1079	10660	50660
1088	10661	50661
170	10662	50662
496345664	10663	50663
496345668	10664	50664
496345672	10665	50665
856	10666	50666
138	10667	50667
218	10668	50668
1020	10669	50669
1029	10670	50670
325	10671	50671
560581551	10672	50672
560581555	10673	50673
239	10674	50674
255	10675	50675
127	10676	50676
1096	10677	50677
1104	10678	50678
64	10679	50679
1120	10680	50680
1113	10681	50681
155	10682	50682
444	10683	50683
59	10684	50684
362	10685	50685
617	10686	50686
626	10687	50687
636	10688	50688
366	10689	50689
1077	10690	50690
571	10691	50691
149	10692	50692
15	10693	50693
181	10694	50694
560581559	10695	50695
51	10696	50696
189	10697	50697
599	10698	50698
907	10699	50699
575	10700	50700
930	10701	50701
560581563	10702	50702
262	10703	50703
1014	10704	50704
27	10705	50705
563807439	10706	50706
178	10707	50707
300	10708	50708
316	10709	50709
321	10710	50710
958	10711	50711
483	10712	50712
186	10713	50713
953	10714	50714
1097	10715	50715
157	10716	50716
390	10717	50717
332	10718	50718
432	10719	50719
38	10720	50720
71	10721	50721
47	10722	50722
79	10723	50723
103	10724	50724
652	10725	50725
660	10726	50726
94	10727	50727
55	10728	50728
87	10729	50729
110	10730	50730
30	10731	50731
118	10732	50732
223	10733	50733
141	10734	50734
72	10735	50735
80	10736	50736
263	10737	50737
272	10738	50738
830	10739	50739
668	10740	50740
676	10741	50741
684	10742	50742
452	10743	50743
523	10744	50744
763	10745	50745
914	10746	50746
1109	10747	50747
1124	10748	50748
126	10749	50749
133	10750	50750
347	10751	50751
286	10752	50752
338	10753	50753
576073699	10754	50754
689	10755	50755
467	10756	50756
88	10757	50757
700	10758	50758
708	10759	50759
716	10760	50760
724	10761	50761
331	10762	50762
210	10763	50763
491	10764	50764
732	10765	50765
606826647	10766	50766
606826651	10767	50767
606826655	10768	50768
606826659	10769	50769
525	10770	50770
1110	10771	50771
1118	10772	50772
557	10773	50773
1126	10774	50774
1	10775	50775
515	10776	50776
740	10777	50777
748	10778	50778
756	10779	50779
980	10780	50780
1004	10781	50781
63	10782	50782
439	10783	50783
447	10784	50784
455	10785	50785
464	10786	50786
693	10787	50787
761	10788	50788
769	10789	50789
777	10790	50790
785	10791	50791
946	10792	50792
290	10793	50793
194	10794	50794
226	10795	50795
356	10796	50796
364	10797	50797
576073704	10798	50798
173	10799	50799
470	10800	50800
614	10801	50801
797	10802	50802
796	10803	50803
804	10804	50804
10671	10805	50805
313	10806	50806
339	10807	50807
302	10808	50808
851	10809	50809
842	10810	50810
834	10811	50811
4	10812	50812
811	10813	50813
820	10814	50814
828	10815	50815
580	10816	50816
271	10817	50817
874	10818	50818
460	10819	50819
599626923	10820	50820
323	10821	50821
381	10822	50822
749	10823	50823
607344830	10824	50824
246	10825	50825
128	10826	50826
539	10827	50827
548	10828	50828
555	10829	50829
294	10830	50830
26	10831	50831
42	10832	50832
17	10833	50833
10	10834	50834
494	10835	50835
503	10836	50836
511	10837	50837
795	10838	50838
50	10839	50839
67	10840	50840
587	10841	50841
614454277	10842	50842
1100	10843	50843
215	10844	50844
531	10845	50845
628	10846	50846
634	10847	50847
706	10848	50848
1061	10849	50849
549009203	10850	50850
549009207	10851	50851
616	10852	50852
214	10853	50853
35	10854	50854
549009211	10855	50855
975	10856	50856
115	10857	50857
606826663	10858	50858
757	10859	50859
231	10860	50860
66	10861	50861
75	10862	50862
58	10863	50863
615	10864	50864
348	10865	50865
374	10866	50866
1052	10867	50867
165	10868	50868
12	10869	50869
100	10870	50870
607344834	10871	50871
607344838	10872	50872
607344842	10873	50873
607344846	10874	50874
607344850	10875	50875
607344854	10876	50876
607344858	10877	50877
607344862	10878	50878
197	10879	50879
591	10880	50880
872	10881	50881
1065	10882	50882
771	10883	50883
1132	10884	50884
612	10885	50885
82	10886	50886
90	10887	50887
99	10888	50888
7	10889	50889
867	10890	50890
123	10891	50891
881	10892	50892
860	10893	50893
868	10894	50894
875	10895	50895
883	10896	50896
891	10897	50897
890	10898	50898
899	10899	50899
915	10900	50900
923	10901	50901
398	10902	50902
122	10903	50903
105	10904	50904
114	10905	50905
987	10906	50906
280	10907	50907
880	10908	50908
283	10909	50909
599626927	10910	50910
898	10911	50911
931	10912	50912
1093	10913	50913
552	10914	50914
318	10915	50915
462	10916	50916
534	10917	50917
574	10918	50918
621	10919	50919
549009215	10920	50920
549009219	10921	50921
549009223	10922	50922
549009227	10923	50923
1117	10924	50924
679	10925	50925
137	10926	50926
130	10927	50927
147	10928	50928
162	10929	50929
604	10930	50930
146	10931	50931
238	10932	50932
350	10933	50933
358	10934	50934
354	10935	50935
386	10936	50936
207	10937	50937
607	10938	50938
112	10939	50939
560	10940	50940
96	10941	50941
101	10942	50942
720	10943	50943
711	10944	50944
1039	10945	50945
903	10946	50946
642	10947	50947
651	10948	50948
659	10949	50949
666	10950	50950
674	10951	50951
682	10952	50952
691	10953	50953
429	10954	50954
437	10955	50955
445	10956	50956
77	10957	50957
53	10958	50958
61	10959	50959
45	10960	50960
69	10961	50961
589508451	10962	50962
789	10963	50963
370	10964	50964
653	10965	50965
568	10966	50966
661	10967	50967
576	10968	50968
640	10969	50969
135	10970	50970
939	10971	50971
143	10972	50972
839	10973	50973
887	10974	50974
1048	10975	50975
372	10976	50976
83	10977	50977
136	10978	50978
106	10979	50979
203	10980	50980
235	10981	50981
955	10982	50982
963	10983	50983
307	10984	50984
395	10985	50985
1098	10986	50986
1107	10987	50987
852	10988	50988
859	10989	50989
938	10990	50990
970	10991	50991
978	10992	50992
154	10993	50993
161	10994	50994
177	10995	50995
169	10996	50996
995	10997	50997
1069	10998	50998
185	10999	50999
193	11000	51000
701	11001	51001
209	11002	51002
202	11003	51003
225	11004	51004
217	11005	51005
765	11006	51006
773	11007	51007
781	11008	51008
76	11009	51009
379	11010	51010
206	11011	51011
230	11012	51012
222	11013	51013
512	11014	51014
528	11015	51015
1144	11016	51016
1145	11017	51017
1143	11018	51018
645	11019	51019
912	11020	51020
10707	11021	51021
10706	11022	51022
10705	11023	51023
920	11024	51024
976	11025	51025
10710	11026	51026
10709	11027	51027
10708	11028	51028
984	11029	51029
10713	11030	51030
10712	11031	51031
10711	11032	51032
928	11033	51033
992	11034	51034
10716	11035	51035
10715	11036	51036
10714	11037	51037
1001	11038	51038
10719	11039	51039
10718	11040	51040
10717	11041	51041
1091	11042	51042
10722	11043	51043
10721	11044	51044
10720	11045	51045
936	11046	51046
10725	11047	51047
10724	11048	51048
10723	11049	51049
944	11050	51050
10728	11051	51051
10727	11052	51052
10726	11053	51053
951	11054	51054
10731	11055	51055
10730	11056	51056
10729	11057	51057
957	11058	51058
10734	11059	51059
10733	11060	51060
10732	11061	51061
968	11062	51062
10737	11063	51063
10736	11064	51064
10735	11065	51065
1073	11066	51066
1007	11067	51067
10674	11068	51068
10673	11069	51069
10672	11070	51070
1017	11071	51071
1056	11072	51072
10677	11073	51073
10676	11074	51074
10675	11075	51075
1064	11076	51076
10680	11077	51077
10679	11078	51078
10678	11079	51079
1025	11080	51080
10683	11081	51081
10682	11082	51082
10681	11083	51083
1033	11084	51084
10686	11085	51085
10685	11086	51086
10684	11087	51087
1041	11088	51088
10689	11089	51089
10688	11090	51090
10687	11091	51091
1049	11092	51092
10692	11093	51093
10691	11094	51094
10690	11095	51095
519	11096	51096
989	11097	51097
91	11098	51098
846	11099	51099
589508455	11100	51100
1009	11101	51101
967	11102	51102
885	11103	51103
949	11104	51104
840	11105	51105
1016	11106	51106
21	11107	51107
665	11108	51108
538	11109	51109
459	11110	51110
900	11111	51111
848	11112	51112
876	11113	51113
916	11114	51114
336	11115	51115
117	11116	51116
125	11117	51117
357	11118	51118
832	11119	51119
62	11120	51120
158	11121	51121
911	11122	51122
384	11123	51123
710	11124	51124
901	11125	51125
93	11126	51126
229	11127	51127
705	11128	51128
794	11129	51129
798	11130	51130
1131	11131	51131
1116	11132	51132
933	11133	51133
1076	11134	51134
413	11135	51135
948	11136	51136
841	11137	51137
641	11138	51138
506	11139	51139
658	11140	51140
633	11141	51141
482	11142	51142
808	11143	51143
917	11144	51144
237	11145	51145
717	11146	51146
813	11147	51147
925	11148	51148
792	11149	51149
932	11150	51150
570	11151	51151
522	11152	51152
858	11153	51153
586	11154	51154
514	11155	51155
380	11156	51156
388	11157	51157
396	11158	51158
697	11159	51159
871	11160	51160
29	11161	51161
389	11162	51162
245	11163	51163
261	11164	51164
270	11165	51165
293	11166	51166
277	11167	51167
253	11168	51168
285	11169	51169
627	11170	51170
960	11171	51171
744	11172	51172
752	11173	51173
326	11174	51174
812	11175	51175
85	11176	51176
850	11177	51177
866	11178	51178
78	11179	51179
1123	11180	51180
553	11181	51181
499	11182	51182
650	11183	51183
490	11184	51184
404	11185	51185
410	11186	51186
373	11187	51187
728	11188	51188
484682512	11189	51189
983	11190	51190
776	11191	51191
956	11192	51192
579	11193	51193
964	11194	51194
1108	11195	51195
971	11196	51196
979	11197	51197
484682516	11198	51198
986	11199	51199
784	11200	51200
6	11201	51201
924	11202	51202
1036	11203	51203
1012	11204	51204
1003	11205	51205
994	11206	51206
190	11207	51207
198	11208	51208
1019	11209	51209
1028	11210	51210
896	11211	51211
1092	11212	51212
14	11213	51213
86	11214	51214
365	11215	51215
484682520	11216	51216
484682524	11217	51217
1000	11218	51218
760	11219	51219
142	11220	51220
102	11221	51221
109	11222	51222
134	11223	51223
309	11224	51224
317	11225	51225
877	11226	51226
1051	11227	51227
1060	11228	51228
1043	11229	51229
863	11230	51230
397	11231	51231
221	11232	51232
736	11233	51233
855	11234	51234
205	11235	51235
213	11236	51236
941	11237	51237
991	11238	51238
768	11239	51239
884	11240	51240
892	11241	51241
908	11242	51242
940	11243	51243
1099	11244	51244
466	11245	51245
530	11246	51246
603	11247	51247
745	11248	51248
420	11249	51249
737	11250	51250
428	11251	51251
436	11252	51252
618	11253	51253
443	11254	51254
449	11255	51255
713	11256	51256
474	11257	51257
37	11258	51258
301	11259	51259
484682528	11260	51260
824	11261	51261
54	11262	51262
405	11263	51263
174	11264	51264
349	11265	51265
817	11266	51266
825	11267	51267
833	11268	51268
166	11269	51269
341	11270	51270
182	11271	51271
762	11272	51272
770	11273	51273
779	11274	51274
787	11275	51275
150	11276	51276
46	11277	51277
753	11278	51278
690	11279	51279
681	11280	51280
673	11281	51281
1068	11282	51282
722	11283	51283
1083	11284	51284
802	11285	51285
595	11286	51286
611	11287	51287
730	11288	51288
70	11289	51289
547	11290	51290
563	11291	51291
73	11292	51292
81	11293	51293
89	11294	51294
98	11295	51295
108	11296	51296
116	11297	51297
124	11298	51298
129	11299	51299
140	11300	51300
145	11301	51301
153	11302	51302
164	11303	51303
1024	11304	51304
1032	11305	51305
1055	11306	51306
1063	11307	51307
1071	11308	51308
1078	11309	51309
1040	11310	51310
1087	11311	51311
1095	11312	51312
1103	11313	51313
1112	11314	51314
1119	11315	51315
3	11316	51316
11	11317	51317
18	11318	51318
25	11319	51319
34	11320	51320
43	11321	51321
49	11322	51322
57	11323	51323
65	11324	51324
624	11325	51325
304325711	11326	51326
